% Model:              
% Version:            COMSOL 5.4.0.388
% Date:               Jun 13 2019, 17:55
% Dimension:          2
% Nodes:              2500
% Expressions:        2
% Description:        Displacement field, X component, Displacement field, Y component
% Length unit:        m
% X                       Y                        u (m)                    v (m)
0.83                      0.009000000000000001     0.03031553069922424      -0.030104129183745873
0.85                      0.009000000000000001     0.030813836138539073     -0.028463573425443426
0.87                      0.009000000000000001     0.03131571813962486      -0.02673139237673828
0.89                      0.009000000000000001     0.03184273242145002      -0.0248835013095468
0.91                      0.009000000000000001     0.032396891060595435     -0.022890208747395953
0.93                      0.009000000000000001     0.03302625612183677      -0.02069176681021771
0.95                      0.009000000000000001     0.033732891170533644     -0.018089865097575077
0.97                      0.009000000000000001     0.034553518497874955     -0.015039433406398971
0.99                      0.009000000000000001     0.035337524763285964     -0.007937266173096282
0.01                      0.015000000000000003     0.0072110265066320095    -0.008879916967536598
0.03                      0.015000000000000003     0.007263164212377782     -0.014927327410639374
0.05                      0.015000000000000003     0.007780040685654168     -0.018187202036527513
0.07                      0.015000000000000003     0.008291420539772089     -0.020778273051900387
0.09                      0.015000000000000003     0.008817535068883204     -0.0229754687141098
0.11                      0.015000000000000003     0.009299772073349926     -0.024962520321654216
0.13                      0.015000000000000003     0.009779904608605438     -0.026806782111573696
0.15                      0.015000000000000003     0.01024280489417378      -0.02853806790162648
0.17                      0.015000000000000003     0.010710640755979328     -0.03017784463105306
0.19                      0.015000000000000003     0.011181386743002812     -0.031730259855331455
0.21                      0.015000000000000003     0.011664155508988753     -0.033201940130919955
0.23                      0.015000000000000003     0.012160092266427523     -0.03459123212002042
0.25                      0.015000000000000003     0.01267199253623015      -0.03589804249269412
0.27                      0.015000000000000003     0.013200713869003695     -0.037119437195050044
0.29                      0.015000000000000003     0.013746911246528016     -0.038252753915815826
0.31                      0.015000000000000003     0.014309844611353567     -0.03929474230612041
0.33                      0.015000000000000003     0.01488962537522041      -0.040242543684338036
0.35                      0.015000000000000003     0.015484214201986974     -0.04109276542093633
0.37                      0.015000000000000003     0.016093370894499595     -0.0418432664592973
0.39                      0.015000000000000003     0.016714498345457247     -0.04249079907936565
0.41                      0.015000000000000003     0.017346834295946238     -0.043034106274637385
0.43                      0.015000000000000003     0.017987813065238393     -0.04347044010584402
0.45                      0.015000000000000003     0.018636030513207637     -0.04379925496400093
0.47                      0.015000000000000003     0.01928926156016416      -0.0440186618955769
0.49                      0.015000000000000003     0.01994551006797452      -0.04412852986001284
0.51                      0.015000000000000003     0.020602902696342542     -0.044128146890262634
0.53                      0.015000000000000003     0.021259151299525974     -0.04401751267901018
0.55                      0.015000000000000003     0.0219123816503912       -0.043797340295116706
0.57                      0.015000000000000003     0.02256059912626044      -0.043467759764675096
0.59                      0.015000000000000003     0.023201576627184094     -0.04303066132264225
0.61                      0.015000000000000003     0.02383391312498848      -0.04248658925503942
0.63                      0.015000000000000003     0.024455039802921505     -0.04183829389673101
0.65                      0.015000000000000003     0.025064197496348434     -0.041087030344233194
0.67                      0.015000000000000003     0.025658787313379647     -0.04023604879289909
0.69                      0.015000000000000003     0.02623857034228394      -0.039287489497177704
0.71                      0.015000000000000003     0.026801509250933553     -0.03824474765126741
0.73                      0.015000000000000003     0.02734771261118998      -0.03711068095830669
0.75                      0.015000000000000003     0.027876449390550014     -0.03588854464445123
0.77                      0.015000000000000003     0.028388376394117967     -0.034580997058963704
0.79                      0.015000000000000003     0.02888435212961268      -0.03319098710987229
0.81                      0.015000000000000003     0.02936719922641984      -0.03171859619737149
0.83                      0.015000000000000003     0.02983805224631209      -0.030165498198446508
0.85                      0.015000000000000003     0.030306162885068023     -0.028525017797045416
0.87                      0.015000000000000003     0.030769197035349558     -0.02679316871872852
0.89                      0.015000000000000003     0.03125074861687949      -0.024947025265879587
0.91                      0.015000000000000003     0.03173600882013473      -0.02295870854942506
0.93                      0.015000000000000003     0.0322708810348224       -0.020758941915407655
0.95                      0.015000000000000003     0.0327784430965595       -0.018183047949914145
0.97                      0.015000000000000003     0.03329403912473396      -0.014913731241217932
0.99                      0.015000000000000003     0.03334998026397966      -0.008887126976455209
0.01                      0.021000000000000005     0.00874494528109601      -0.009684117588906322
0.03                      0.021000000000000005     0.00846909184705932      -0.014917368777970097
0.05                      0.021000000000000005     0.008718989205982977     -0.018253519990666215
0.07                      0.021000000000000005     0.00905521295118245      -0.020826680895789165
0.09                      0.021000000000000005     0.00948134264784522      -0.023032006093244378
0.11                      0.021000000000000005     0.009897041964228512     -0.025017104220410452
0.13                      0.021000000000000005     0.010327263098657617     -0.02686244653556595
0.15                      0.021000000000000005     0.010751404574698217     -0.02859424686448033
0.17                      0.021000000000000005     0.011186658582187068     -0.03023489242832423
0.19                      0.021000000000000005     0.011627695325783866     -0.03178913848271235
0.21                      0.021000000000000005     0.01208347585869116      -0.03326253065047634
0.23                      0.021000000000000005     0.012552583729506217     -0.03465405135483017
0.25                      0.021000000000000005     0.013038470144463877     -0.03596316384893632
0.27                      0.021000000000000005     0.013540758857074342     -0.03718673843721147
0.29                      0.021000000000000005     0.014060136039001058     -0.038322434965543974
0.31                      0.021000000000000005     0.014595826823002705     -0.039366543968534694
0.33                      0.021000000000000005     0.015147503477336203     -0.04031642234431543
0.35                      0.021000000000000005     0.015713574890756248     -0.0411685442949899
0.37                      0.021000000000000005     0.016293446558759528     -0.04192069419647781
0.39                      0.021000000000000005     0.016884786549555417     -0.04256979086495574
0.41                      0.021000000000000005     0.01748689857097435      -0.04311425442085145
0.43                      0.021000000000000005     0.018097037744224886     -0.043551726401660475
0.45                      0.021000000000000005     0.018714422106243266     -0.043881189747758
0.47                      0.021000000000000005     0.019336155298665565     -0.044101215724629154
0.49                      0.021000000000000005     0.01996125873156919      -0.04421126243537554
0.51                      0.021000000000000005     0.020586924316107397     -0.04421087948357918
0.53                      0.021000000000000005     0.02121202783759526      -0.04410006653385762
0.55                      0.021000000000000005     0.021833760461632132     -0.04387927510752752
0.57                      0.021000000000000005     0.02245114407740967      -0.0435490455343572
0.59                      0.021000000000000005     0.02306128271474275      -0.04311080969281782
0.61                      0.021000000000000005     0.023663393533126555     -0.04256558051998231
0.63                      0.021000000000000005     0.024254734312148134     -0.04191572231190837
0.65                      0.021000000000000005     0.024834605073152223     -0.04116280884007879
0.67                      0.021000000000000005     0.025400679328169872     -0.04030992860351937
0.69                      0.021000000000000005     0.025952357604115524     -0.039359291227552
0.71                      0.021000000000000005     0.026488054791532448     -0.038314429973419925
0.73                      0.021000000000000005     0.027007439669359753     -0.0371779823987707
0.75                      0.021000000000000005     0.027509741160043493     -0.03595366804512016
0.77                      0.021000000000000005     0.02799565244886703      -0.034643818896921
0.79                      0.021000000000000005     0.02846479139376325      -0.03325158090321433
0.81                      0.021000000000000005     0.02892063344409015      -0.03177748355028221
0.83                      0.021000000000000005     0.0293617341360585       -0.030222538407570543
0.85                      0.021000000000000005     0.029797169974177543     -0.02858120851597125
0.87                      0.021000000000000005     0.03022108765669279      -0.026848730622307998
0.89                      0.021000000000000005     0.03065191146569015      -0.025002022489723396
0.91                      0.021000000000000005     0.03107037756307861      -0.02301598077165861
0.93                      0.021000000000000005     0.0315002217001434       -0.02080812959206509
0.95                      0.021000000000000005     0.031844332197970955     -0.018260476506928396
0.97                      0.021000000000000005     0.032069263360228056     -0.014886084443757804
0.99                      0.021000000000000005     0.031815638226928324     -0.009686519957257844
0.01                      0.027000000000000003     0.009853224843594369     -0.010271248621812286
0.03                      0.027000000000000003     0.00963810233442653      -0.0148533654890637
0.05                      0.027000000000000003     0.009626948193349784     -0.018303130296683373
0.07                      0.027000000000000003     0.009828083612514263     -0.020858213557153928
0.09                      0.027000000000000003     0.010147031869630965     -0.023079027133887074
0.11                      0.027000000000000003     0.010500775215729423     -0.02506332716336446
0.13                      0.027000000000000003     0.01087612310980846      -0.026912027283346858
0.15                      0.027000000000000003     0.011261253522386886     -0.028645225161411113
0.17                      0.027000000000000003     0.011661118959412183     -0.030287674709503595
0.19                      0.027000000000000003     0.012072305779399698     -0.03184404387019132
0.21                      0.027000000000000003     0.012499536602001867     -0.03331962768719211
0.23                      0.027000000000000003     0.012941905427672103     -0.03471334503753365
0.25                      0.027000000000000003     0.013401214757933759     -0.03602486092137307
0.27                      0.027000000000000003     0.013877049445962552     -0.03725059677873802
0.29                      0.027000000000000003     0.014369634615679739     -0.03838863929024496
0.31                      0.027000000000000003     0.014878177461291026     -0.039434771678012986
0.33                      0.027000000000000003     0.01540202088918475      -0.040386712278066485
0.35                      0.027000000000000003     0.01593997108874725      -0.04124067661727916
0.37                      0.027000000000000003     0.01649074900078339      -0.04199441091082685
0.39                      0.027000000000000003     0.017052750205497912     -0.04264501698784082
0.41                      0.027000000000000003     0.017624910313677522     -0.04319058499290556
0.43                      0.027000000000000003     0.018204901164084318     -0.04362913718563393
0.45                      0.027000000000000003     0.01879155710083255      -0.04395923010215378
0.47                      0.027000000000000003     0.019382616108004007     -0.044179801510045746
0.49                      0.027000000000000003     0.019976584711694577     -0.044290060654039724
0.51                      0.027000000000000003     0.020571368641069128     -0.04428967770486649
0.53                      0.027000000000000003     0.021165337284043354     -0.04417865227558783
0.55                      0.027000000000000003     0.021756395935177315     -0.04395731544327811
0.57                      0.027000000000000003     0.022343052297952398     -0.043626456113932024
0.59                      0.027000000000000003     0.02292304153642295      -0.043187140412583674
0.61                      0.027000000000000003     0.023495197155726476     -0.04264080598582351
0.63                      0.027000000000000003     0.02405720190459295      -0.04198943974954906
0.65                      0.027000000000000003     0.02460797647422657      -0.041234940398245434
0.67                      0.027000000000000003     0.025145931372262585     -0.04038021987348063
0.69                      0.027000000000000003     0.025669778121307205     -0.039427518422563035
0.71                      0.027000000000000003     0.026178325098982724     -0.0383806356520639
0.73                      0.027000000000000003     0.026670918542919315     -0.037241841501711115
0.75                      0.027000000000000003     0.02714676378001276      -0.036015366902637826
0.77                      0.027000000000000003     0.027606092571667275     -0.03470311342761967
0.79                      0.027000000000000003     0.028048485372896025     -0.03330867950287587
0.81                      0.027000000000000003     0.02847574793498516      -0.03183239067342035
0.83                      0.027000000000000003     0.028886997830310103     -0.030275309606730718
0.85                      0.027000000000000003     0.029286857405867648     -0.028632145582220932
0.87                      0.027000000000000003     0.029671390003654565     -0.026898078087476667
0.89                      0.027000000000000003     0.03004622096788205      -0.02504849298107822
0.91                      0.027000000000000003     0.030399250282488244     -0.02306261226800882
0.93                      0.027000000000000003     0.030714278117799754     -0.020839329840190036
0.95                      0.027000000000000003     0.03092619455158962      -0.01827875273168047
0.97                      0.027000000000000003     0.030936723646119237     -0.014852944489513272
0.99                      0.027000000000000003     0.030703425437671752     -0.010272822572764333
0.01                      0.03300000000000001      0.010562777093650739     -0.01066178313541902
0.03                      0.03300000000000001      0.010571366741190658     -0.014927487738336546
0.05                      0.03300000000000001      0.01051475997059582      -0.018282834597803648
0.07                      0.03300000000000001      0.010599124249007458     -0.020874371645083063
0.09                      0.03300000000000001      0.010819049289959881     -0.023108532226311013
0.11                      0.03300000000000001      0.011107241262068088     -0.025100437866616625
0.13                      0.03300000000000001      0.01142635213522052      -0.026953890730884823
0.15                      0.03300000000000001      0.011771251938183456     -0.02869040644435445
0.17                      0.03300000000000001      0.01213329714599677      -0.030335734295972975
0.19                      0.03300000000000001      0.012514793709201192     -0.03189476064590678
0.21                      0.03300000000000001      0.01291249134486598      -0.03337282523715842
0.23                      0.03300000000000001      0.013327959572767929     -0.03476909136405894
0.25                      0.03300000000000001      0.013760287399696387     -0.036082965429692776
0.27                      0.03300000000000001      0.014209732012088744     -0.037311095992564325
0.29                      0.03300000000000001      0.014675459658764628     -0.038451314332913225
0.31                      0.03300000000000001      0.015157080275472967     -0.03949960345993979
0.33                      0.03300000000000001      0.015653244035716232     -0.04045342453694927
0.35                      0.03300000000000001      0.016163335278838457     -0.041309230571707
0.37                      0.03300000000000001      0.016685378837651282     -0.04206446082701939
0.39                      0.03300000000000001      0.017218521052129714     -0.042716518811303644
0.41                      0.03300000000000001      0.017761016162280988     -0.04326315772532281
0.43                      0.03300000000000001      0.018311252397834033     -0.04370269838603928
0.45                      0.03300000000000001      0.018867633721410183     -0.044033441539925694
0.47                      0.03300000000000001      0.019428356036423386     -0.04425451298160957
0.49                      0.03300000000000001      0.01999173852202939      -0.044364989905744556
0.51                      0.03300000000000001      0.0205559855907827       -0.044364606927998484
0.53                      0.03300000000000001      0.02111936814362392      -0.044253363848442265
0.55                      0.03300000000000001      0.021680090158401354     -0.044031526870184017
0.57                      0.03300000000000001      0.022236471716697        -0.04370001751075099
0.59                      0.03300000000000001      0.022786707362108534     -0.043259713005982275
0.61                      0.03300000000000001      0.0233291973656325       -0.0427123081921077
0.63                      0.03300000000000001      0.02386234392965966      -0.04205948964311089
0.65                      0.03300000000000001      0.02438438324345665      -0.0413034938142012
0.67                      0.03300000000000001      0.024894479581613817     -0.040446932645079786
0.69                      0.03300000000000001      0.02539065078808288      -0.03949234794762913
0.71                      0.03300000000000001      0.02587227011341998      -0.038443311350035356
0.73                      0.03300000000000001      0.026338005646306176     -0.0373023393337699
0.75                      0.03300000000000001      0.026787457621110258     -0.03607347124884029
0.77                      0.03300000000000001      0.027219796750094186     -0.034758858241998904
0.79                      0.03300000000000001      0.027635281927757042     -0.033361870344039896
0.81                      0.03300000000000001      0.028032975910182084     -0.03188310030857748
0.83                      0.03300000000000001      0.02841448295278216      -0.03032334825621777
0.85                      0.03300000000000001      0.028776372288650574     -0.028677230836855135
0.87                      0.03300000000000001      0.029121447456700998     -0.02693982406825399
0.89                      0.03300000000000001      0.029438125406200857     -0.02508514648351628
0.91                      0.03300000000000001      0.029719325895764502     -0.023088201310552676
0.93                      0.03300000000000001      0.02994241278293468      -0.020858066551347577
0.95                      0.03300000000000001      0.030022607068926427     -0.018244197507704896
0.97                      0.03300000000000001      0.029989692089282552     -0.014921626414976023
0.99                      0.03300000000000001      0.02998258300850691      -0.010668560348712545
0.01                      0.03900000000000001      0.011269459202066349     -0.011163719711460664
0.03                      0.03900000000000001      0.011414429501381496     -0.015022838576859246
0.05                      0.03900000000000001      0.011338789192211122     -0.01824854979951612
0.07                      0.03900000000000001      0.01132601730393735      -0.02088495123462303
0.09                      0.03900000000000001      0.011477326371273409     -0.02312533019841033
0.11                      0.03900000000000001      0.011702745673159761     -0.025129898987352302
0.13                      0.03900000000000001      0.01197067250854777      -0.026988294575320183
0.15                      0.03900000000000001      0.012275763694153768     -0.02872985106038512
0.17                      0.03900000000000001      0.012602048077073887     -0.030378913648285617
0.19                      0.03900000000000001      0.012953136550534247     -0.031941173756254465
0.21                      0.03900000000000001      0.013321900989916558     -0.03342210224609287
0.23                      0.03900000000000001      0.013710322185238656     -0.03482123625781191
0.25                      0.03900000000000001      0.014115964171387524     -0.03613755402454589
0.27                      0.03900000000000001      0.014539077843564483     -0.03736829295243966
0.29                      0.03900000000000001      0.014978162458320381     -0.03851062600538922
0.31                      0.03900000000000001      0.015433054684461708     -0.03956119319693216
0.33                      0.03900000000000001      0.01590177420515998      -0.04051679382380933
0.35                      0.03900000000000001      0.016384156236859057     -0.04137443751726645
0.37                      0.03900000000000001      0.016877870511794277     -0.042131125690518786
0.39                      0.03900000000000001      0.01738242472377507      -0.042784578602130495
0.41                      0.03900000000000001      0.01789562430113241      -0.04333228421253453
0.43                      0.03900000000000001      0.018416342166767744     -0.043772750305145026
0.45                      0.03900000000000001      0.01894290447231391      -0.04410415269594914
0.47                      0.03900000000000001      0.01947346614321521      -0.044325686430617885
0.49                      0.03900000000000001      0.020006802508221        -0.04443638639473206
0.51                      0.03900000000000001      0.02054069238650474      -0.0444360033089026
0.53                      0.03900000000000001      0.021074028498397658     -0.044324537492164626
0.55                      0.03900000000000001      0.021604590241767304     -0.04410223790998524
0.57                      0.03900000000000001      0.022131150351465182     -0.04377006998431401
0.59                      0.03900000000000001      0.022651870538178964     -0.0433288390743517
0.61                      0.03900000000000001      0.023165067417109237     -0.04278036836708847
0.63                      0.03900000000000001      0.02366962432752728      -0.04212615360264444
0.65                      0.03900000000000001      0.024163337096487682     -0.04136870148128635
0.67                      0.03900000000000001      0.02464572200141395      -0.040510300637134185
0.69                      0.03900000000000001      0.025114442799162844     -0.039553938994153326
0.71                      0.03900000000000001      0.025569338052392306     -0.03850262136952835
0.73                      0.03900000000000001      0.026008428302328197     -0.037359533866332846
0.75                      0.03900000000000001      0.026431546079345402     -0.03612805749396207
0.77                      0.03900000000000001      0.02683719056280742      -0.03481100076264508
0.79                      0.03900000000000001      0.02722562459332573      -0.03341114147430486
0.81                      0.03900000000000001      0.027594362922732332     -0.0319295007424812
0.83                      0.03900000000000001      0.027945416303172765     -0.030366509781713368
0.85                      0.03900000000000001      0.02827146802144195      -0.02871657398758776
0.87                      0.03900000000000001      0.028576496031188555     -0.026974061872603775
0.89                      0.03900000000000001      0.028841872873060254     -0.025113958231979122
0.91                      0.03900000000000001      0.029064824108186286     -0.02310684010564775
0.93                      0.03900000000000001      0.029204035912869197     -0.02086996799056757
0.95                      0.03900000000000001      0.02920941557768789      -0.018240090144846982
0.97                      0.03900000000000001      0.02912762318856517      -0.015003919217101227
0.99                      0.03900000000000001      0.02928506385989295      -0.011169383555108263
0.01                      0.045000000000000005     0.011884257048104252     -0.01169939562980837
0.03                      0.045000000000000005     0.012167290614999039     -0.015139418004631798
0.05                      0.045000000000000005     0.01207944901674348      -0.018268690425889522
0.07                      0.045000000000000005     0.01203211325166536      -0.02088918087731217
0.09                      0.045000000000000005     0.012114946629022488     -0.02313769349270651
0.11                      0.045000000000000005     0.012286526935236297     -0.025152997753613446
0.13                      0.045000000000000005     0.012507612282909825     -0.027016967607611235
0.15                      0.045000000000000005     0.012774009732686081     -0.02876417491518735
0.17                      0.045000000000000005     0.01306651945611471      -0.030417522103462807
0.19                      0.045000000000000005     0.013387077047220265     -0.03198344047008508
0.21                      0.045000000000000005     0.013727624017293178     -0.03346771962195145
0.23                      0.045000000000000005     0.014088946851929213     -0.03486978199876665
0.25                      0.045000000000000005     0.01446827756020266      -0.036188799767729124
0.27                      0.045000000000000005     0.014865060779990464     -0.03742211792211962
0.29                      0.045000000000000005     0.01527787023250249      -0.0385666747853531
0.31                      0.045000000000000005     0.015706017286223974     -0.03961943690448808
0.33                      0.045000000000000005     0.016147742843812554     -0.040576885280918205
0.35                      0.045000000000000005     0.016602579182091733     -0.04143630180770976
0.37                      0.045000000000000005     0.01706830202123936      -0.04219445502316285
0.39                      0.045000000000000005     0.017544469050138123     -0.04284923011890455
0.41                      0.045000000000000005     0.018028726459669346     -0.043398008798632995
0.43                      0.045000000000000005     0.018520379452832896     -0.04383934841148747
0.45                      0.045000000000000005     0.019017258650724855     -0.044171407824007254
0.47                      0.045000000000000005     0.019518276916773315     -0.044393377521795105
0.49                      0.045000000000000005     0.020021558665752837     -0.04450429698967499
0.51                      0.045000000000000005     0.02052570635293129      -0.04450391371988055
0.53                      0.045000000000000005     0.02102898748332642      -0.044392228720040755
0.55                      0.045000000000000005     0.02153000621753265      -0.04416949274046957
0.57                      0.045000000000000005     0.022026884475708056     -0.04383666822482708
0.59                      0.045000000000000005     0.02251853840431831      -0.04339456313116523
0.61                      0.045000000000000005     0.02300279543981488      -0.04284502028300772
0.63                      0.045000000000000005     0.023478962852358946     -0.04218948196698348
0.65                      0.045000000000000005     0.023944686797957804     -0.041430566599814804
0.67                      0.045000000000000005     0.024399523025597513     -0.04057039079202523
0.69                      0.045000000000000005     0.024841251622337097     -0.039612183711381914
0.71                      0.045000000000000005     0.02526939783763915      -0.03855866867336638
0.73                      0.045000000000000005     0.025682210968773635     -0.03741336049269235
0.75                      0.045000000000000005     0.02607899582297338      -0.03617930073983785
0.77                      0.045000000000000005     0.026458319170575277     -0.03485954416272562
0.79                      0.045000000000000005     0.026819649717198312     -0.033456750760351074
0.81                      0.045000000000000005     0.027160167528801953     -0.031971745465874724
0.83                      0.045000000000000005     0.027480627398168405     -0.03040509258762701
0.85                      0.045000000000000005     0.027772921939504168     -0.028750786244584166
0.87                      0.045000000000000005     0.02803907634425899      -0.027002629686114478
0.89                      0.045000000000000005     0.02825829670180795      -0.025136371646996544
0.91                      0.045000000000000005     0.028428036004559037     -0.023119415480487154
0.93                      0.045000000000000005     0.02849761115207143      -0.02087489834218553
0.95                      0.045000000000000005     0.028465140384445815     -0.018258976755003226
0.97                      0.045000000000000005     0.028350653961769577     -0.01509537599023851
0.99                      0.045000000000000005     0.028669823858830684     -0.011702027161326557
0.01                      0.05100000000000001      0.012517302810745255     -0.012158522635564913
0.03                      0.05100000000000001      0.012829950082043299     -0.015277226021654204
0.05                      0.05100000000000001      0.012772141137368872     -0.018298737189396678
0.07                      0.05100000000000001      0.012718299066631026     -0.020878806817112468
0.09                      0.05100000000000001      0.012736452414850118     -0.023143748884237435
0.11                      0.05100000000000001      0.012858585048297712     -0.02516973416540007
0.13                      0.05100000000000001      0.013037171458306684     -0.027039909827757974
0.15                      0.05100000000000001      0.013265990053780399     -0.028793378008761118
0.17                      0.05100000000000001      0.013526491654985649     -0.030451527977288145
0.19                      0.05100000000000001      0.013816615199259244     -0.032021560787398616
0.21                      0.05100000000000001      0.01412961353973433      -0.033509488117121046
