% Model:              task3.mph
% Version:            COMSOL 5.4.0.225
% Date:               Jul 20 2019, 14:11
% Dimension:          2
% Nodes:              262
% Expressions:        11
% Description:        Dependent variable u
% Length unit:        m
% X                       Y                        u (K) @ t=0              u (K) @ t=0.1            u (K) @ t=0.2            u (K) @ t=0.3            u (K) @ t=0.4            u (K) @ t=0.5            u (K) @ t=0.6            u (K) @ t=0.7            u (K) @ t=0.8            u (K) @ t=0.9            u (K) @ t=1
0.01024358596431784       0.0650249565243485       349.99701682917953       366.07852925779224       366.0785292488212        366.0785292483757        366.0785292471561        366.07852924744185       366.0785292471766        366.0785292472962        366.0785292472213        366.07852924726086       366.07852924723824
0.016442436018286443      0.04975516049649131      350.00477701501956       358.5362452104769        358.53624519646155       358.53624519576556       358.53624519386034       358.5362451943065        358.5362451938917        358.53624519407873       358.53624519396175       358.5362451940236        358.53624519398835
0.016930653753855343      0.05471444558360026      350.00130755206686       354.44983289132796       354.4498328769384        354.4498328762235        354.44983287426743       354.4498328747258        354.44983287429994       354.44983287449196       354.4498328743718        354.4498328744354        354.449832874399
0.01492097747638233       0.058120719128963216     350.00280861423425       357.39909761692877       357.39909760411217       357.39909760347547       357.39909760173305       357.3990976021413        357.39909760176204       357.3990976019331        357.39909760182616       357.3990976018827        357.3990976018503
0.022097568891509278      0.04686176005003719      350.0004409874042        347.11355061815414       347.11355059999613       347.11355059909454       347.11355059662594       347.1135505972042        347.1135505966668        347.113550596909         347.11355059675725       347.11355059683774       347.1135505967919
0.02632520692751358       0.03592938138775834      350.00003262175886       343.81674085897515       343.81674083807917       343.81674083704183       343.81674083420125       343.8167408348666        343.81674083424815       343.8167408345268        343.8167408343522        343.81674083444483       343.8167408343924
0.03163506281307565       0.03270379246122757      350.00000265027836       335.07349113192976       335.0734911081278        335.0734911069463        335.07349110371064       335.07349110446836       335.07349110376396       335.0734911040813        335.07349110388253       335.07349110398815       335.07349110392835
0.026838667268447122      0.04191435608989312      350.00004012023624       339.8679426756           339.86794265440136       339.86794265334885       339.86794265046706       339.86794265114213       339.86794265051464       339.8679426507974        339.86794265062014       339.86794265071427       339.86794265066095
0.036164330831335675      0.027961195876956186     350.0000002746109        328.8518367179009        328.8518366921376        328.85183669085865       328.8518366873565        328.8518366881767        328.85183668741405       328.8518366877576        328.8518366875424        328.85183668765677       328.8518366875921
0.03627574878447473       0.033277305277600595     350.0000000418678        326.42672647677244       326.4267264509722        326.4267264496913        326.4267264461841        326.42672644700554       326.42672644624184       326.4267264465859        326.42672644637037       326.42672644648485       326.42672644642
0.039530814489022424      0.021717914959378144     350.0000000785108        325.18823762421925       325.18823759733124       325.1882375959962        325.1882375923415        325.1882375931976        325.1882375924013        325.18823759276023       325.1882375925355        325.18823759265456       325.1882375925871
0.043138665927820986      0.016156272208822344     350.0000000212688        320.698522416313         320.69852238855475       320.6985223871766        320.6985223834036        320.6985223842875        320.69852238346533       320.69852238383584       320.69852238360386       320.6985223837268        320.698522383657
0.04660464070612969       0.01073952161881585      350.0000000038874        316.2086972685683        316.20869724031013       316.20869723890706       316.20869723506615       316.20869723596593       316.20869723512874       316.208697235506         316.2086972352699        316.20869723539494       316.208697235324
0.013057718265499707      0.06954357106971391      349.99015770658366       352.9680634041809        352.9680633928697        352.968063392308         352.96806339077017       352.96806339113044       352.968063390796         352.9680633909468        352.96806339085236       352.9680633909022        352.9680633908738
0.01580692677513038       0.06335959897669013      350.0035600250762        350.81995192768505       350.81995191417116       350.8199519134999        350.8199519116627        350.819951912093         350.8199519116933        350.8199519118735        350.81995191176065       350.81995191182034       350.81995191178646
0.02113590221507213       0.05312952232772719      350.00023330492627       345.27089496495995       345.2708949474732        345.27089494660464       345.27089494422745       345.2708949447844        345.2708949442668        345.27089494450007       345.27089494435404       345.2708949444314        345.2708949443873
0.01977525161127531       0.05862924697382473      350.00033094136234       344.31950179565973       344.319501779147         344.3195017783267        344.31950177608195       344.31950177660786       344.31950177611924       344.31950177633956       344.3195017762018        344.31950177627476       344.31950177623315
0.02570746353421976       0.051533761554531085     350.00002889358603       336.00814170505294       336.0081416845461        336.0081416835276        336.00814168073975       336.00814168139294       336.0081416807859        336.0081416810593        336.0081416808882        336.00814168097907       336.0081416809273
0.028541170754414164      0.04733444668960591      350.0000164949536        333.01590717745034       333.0159071552771        333.015907154176         333.01590715116157       333.0159071518678        333.01590715121137       333.01590715150695       333.01590715132187       333.0159071514203        333.0159071513644
0.03138253042419645       0.03868339340921267      350.00000249577306       332.685695002965         332.68569497929224       332.6856949781168        332.68569497489875       332.68569497565267       332.6856949749519        332.6856949752674        332.68569497506957       332.6856949751748        332.68569497511527
0.03484625209589754       0.03647191572709662      350.0000001205329        327.4118344478285        327.4118344225903        327.4118344213373        327.41183441790645       327.4118344187101        327.411834417963         327.41183441829946       327.4118344180886        327.41183441820067       327.4118344181372
0.031682141760054836      0.04328398892578183      350.00000189874527       329.4200031515004        329.4200031276853        329.4200031265029        329.42000312326536       329.42000312402376       329.42000312331874       329.4200031236362        329.42000312343737       329.42000312354304       329.42000312348307
0.03817755882379943       0.03618229979235872      350.0000000079318        321.62919608738036       321.6291960609197        321.629196059606         321.629196056009         321.6291960568515        321.62919605606834       321.62919605642116       321.62919605620016       321.62919605631765       321.629196056251
0.04036771949199751       0.032296399918182644     350.00000001000535       319.8211828633834        319.82118283627256       319.82118283492633       319.82118283124106       319.82118283210434       319.8211828313019        319.8211828316634        319.82118283143683       319.8211828315571        319.8211828314889
0.04290570133022681       0.026840675644314013     350.00000001403527       317.9359061463197        317.9359061186148        317.9359061172391        317.9359061134733        317.9359061143555        317.93590611353505       317.93590611390476       317.9359061136733        317.93590611379597       317.93590611372633
0.04629324510568812       0.021434736482369203     350.0000000026839        314.3745977590507        314.37459773083015       314.37459772942884       314.3745977255929        314.3745977264916        314.37459772565575       314.3745977260324        314.3745977257967        314.37459772592155       314.3745977258506
0.04987029963874379       0.016136939172831193     349.9999999971887        310.26378315998676       310.2637831315692        310.2637831301582        310.26378312629555       310.26378312720044       310.26378312635865       310.26378312673796       310.2637831265004        310.26378312662615       310.26378312655476
0.05329380121988716       0.010760697743608714     349.99999998598656       306.1673204145778        306.1673203863083        306.1673203849047        306.16732038106215       306.1673203819624        306.1673203811247        306.1673203815021        306.16732038126594       306.16732038139094       306.1673203813198
0.05997560640955611       0.010805957877161012     349.99999970567177       296.73930160592585       296.73930157888657       296.739301577544         296.7393015738689        296.73930157472984       296.73930157392834       296.7393015742895        296.73930157406363       296.73930157418323       296.73930157411513
0.019597821824033215      0.06909025797933822      349.997274600308         333.7409647738837        333.7409647575035        333.74096475669006       333.7409647544633        333.7409647549849        333.7409647545001        333.74096475471873       333.74096475458214       333.7409647546545        333.74096475461323
0.022748122356592067      0.06347819001992781      350.00032070566294       332.0130325128318        332.01303249424126       332.01303249331795       332.0130324907907        332.0130324913826        332.01303249083253       332.0130324910806        332.01303249092547       332.0130324910078        332.01303249096094
0.025862039481286642      0.05728275930787853      350.00006495220583       330.78979644088855       330.78979642029054       330.78979641926753       330.78979641646737       330.78979641712334       330.7897964165136        330.7897964167883        330.7897964166164        330.7897964167077        330.78979641665586
0.030552332566253653      0.05298610030024174      350.0000054263251        324.40531567576164       324.40531565251825       324.4053156513639        324.4053156482039        324.40531564894405       324.405315648256         324.40531564856605       324.4053156483721        324.40531564847515       324.40531564841655
0.03467951065173666       0.04739441952546179      350.0000007916705        320.7585571058789        320.7585570807195        320.75855707947017       320.75855707605          320.7585570768512        320.7585570761064        320.75855707644183       320.75855707623174       320.7585570763435        320.75855707627994
0.036968829701479765      0.041093328914735654     350.0000001954982        320.91216332936284       320.91216330331775       320.91216330202457       320.91216329848424       320.9121632993135        320.91216329854245       320.9121632988897        320.91216329867217       320.91216329878785       320.91216329872213
0.04242924404514762       0.037772549124178115     350.0000000071061        313.4786344910355        313.4786344634386        313.4786344620682        313.47863445831695       313.4786344591958        313.4786344583788        313.47863445874674       313.47863445851635       313.47863445863874       313.47863445856916
0.04603743803265481       0.032371303454837026     350.00000000067536       310.533099144041         310.53309911585785       310.5330991144583        310.53309911062723       310.53309911152473       310.5330991106903        310.5330991110663        310.53309911083085       310.5330991109558        310.53309911088473
0.049676875009657846      0.026889801061706024     349.99999999764754       307.32340845995583       307.32340843154776       307.32340843013714       307.32340842627576       307.32340842718037       307.3234084263391        307.32340842671823       307.3234084264809        307.32340842660665       307.323408426535
0.05322633585069975       0.02154912817218281      349.99999998117687       303.91466007110006       303.9146600428308        303.9146600414271        303.9146600375845        303.9146600384848        303.9146600376475        303.91466003802475       303.91466003778856       303.91466003791373       303.91466003784257
0.05666510902223704       0.016181278811188218     349.9999999280407        300.38430342100986       300.3843033932108        300.38430339183043       300.38430338805193       300.3843033889371        300.38430338811344       300.38430338848457       300.38430338825236       300.3843033883754        300.38430338830534
0.06665561310099999       0.010763779883013505     349.9999940176371        287.906011432742         287.9060114081197        287.90601140689705       287.90601140355034       287.9060114043345        287.9060114036045        287.9060114039334        287.90601140372786       287.90601140383666       287.9060114037747
0.06332556952116494       0.016239357967796075     349.99999870968196       291.3359261540968        291.33592612812936       291.33592612683987       291.33592612331034       291.3359261241373        291.3359261233677        291.33592612371444       291.3359261234976        291.33592612361235       291.33592612354687
0.07334295416604925       0.010670759802314394     349.9998976982119        279.59939672694685       279.5993967058268        279.59939670477803       279.5993967019073        279.5993967025799        279.59939670195376       279.59939670223577       279.59939670205955       279.5993967021531        279.5993967020998
0.0263289004723573        0.06899226805959605      349.9969600913032        316.0084160732245        316.00841605234785       316.00841605131114       316.0084160484732        316.0084160491379        316.00841604852          316.00841604879855       316.00841604862444       316.0084160487167        316.0084160486642
0.029418061177584005      0.06342600810226019      350.0001109471646        316.00718599228964       316.00718596964765       316.00718596852334       316.00718596544533       316.0071859661661        316.0071859654959        316.00718596579804       316.00718596560915       316.0071859657094        316.00718596565235
0.03267593682632366       0.058191090836321534     350.0000271710497        314.9095466941458        314.90954666987204       314.9095466686667        314.9095466653668        314.90954666613965       314.9095466654212        314.9095466657449        314.9095466655424        314.90954666565          314.90954666558883
0.036911372700644714      0.05279187568536229      350.00000308728363       311.9108654663186        311.91086544030486       311.91086543901315       311.91086543547675       311.91086543630513       311.9108654355351        311.910865435882         311.910865435665         311.9108654357803        311.9108654357147
0.04027429336513778       0.047133283690149574     350.00000028533265       310.69155674912423       310.6915567220531        310.691556720709         310.6915567170291        310.69155671789116       310.69155671708967       310.69155671745057       310.69155671722456       310.69155671734467       310.69155671727634
0.04380919655327842       0.04269639949526643      350.000000021933         308.0104453215985        308.0104452937422        308.01044529235907       308.01044528857256       308.01044528945954       308.01044528863486       308.0104452890062        308.0104452887736        308.01044528889724       308.0104452888268
0.04857096111663666       0.03778304471673754      350.0000000009424        303.654105518564         303.6541054901945        303.6541054887858        303.6541054849295        303.654105485833         303.65410548499295       303.6541054853713        303.6541054851345        303.65410548526023       303.6541054851886
0.05256411096159303       0.03232837697339843      349.99999999260496       300.6749186028923        300.6749185745794        300.6749185731733        300.6749185693247        300.67491857022645       300.6749185693879        300.6749185697656        300.6749185695294        300.67491856965466       300.67491856958327
0.0566796706086424        0.02701394604000939      349.99999993411296       297.15926042796997       297.1592604001819        297.1592603988019        297.1592603950246        297.1592603959097        297.1592603950866        297.1592603954575        297.15926039522554       297.15926039534844       297.15926039527835
0.0600940615946878        0.021735248656810605     349.99999958154194       294.27803287757524       294.27803285057513       294.27803284923425       294.27803284556427       294.2780328464242        294.27803284562424       294.2780328459847        294.2780328457593        294.27803284587867       294.2780328458106
0.066734967341098         0.021716489590036667     349.99999187275716       285.6987567344758        285.6987567098949        285.6987567086742        285.698756705333         285.69875670611583       285.69875670538744       285.69875670571577       285.69875670551045       285.69875670561913       285.69875670555706
0.069976161950691         0.01610873711991972      349.99997584217675       282.92954394908435       282.92954392607663       282.9295439249341        282.9295439218068        282.9295439225395        282.9295439218576        282.92954392216484       282.92954392197277       282.9295439220745        282.9295439220164
0.08002122606005506       0.010617227678145436     349.9989839804983        271.75591695715974       271.75591694046506       271.75591693963605       271.75591693736675       271.7559169378986        271.7559169374036        271.7559169376264        271.75591693748714       271.7559169375611        271.7559169375191
0.0766417914523082        0.015878981157997445     349.99947943327885       275.04219221212014       275.0421921930833        275.042192192138         275.04219218955035       275.04219219015664       275.0421921895923        275.0421921898465        275.0421921896877        275.04219218977187       275.04219218972383
0.08664871694332847       0.010066847307459256     350.01471680794265       264.3584538345431        264.35845382296475       264.35845382238966       264.3584538208159        264.3584538211847        264.35845382084136       264.358453820996         264.35845382089934       264.3584538209506        264.3584538209214
0.03303144357442669       0.06902148212421168      349.99697133574904       300.3351892968658        300.335189272435         300.3351892712222        300.33518926790106       300.3351892686788        300.3351892679555        300.33518926828134       300.3351892680778        300.33518926818573       300.3351892681244
0.03633442213911126       0.06360430227630579      350.000098014789         300.9932498017301        300.9932497759341        300.9932497746532        300.9932497711465        300.9932497719676        300.9932497712039        300.99324977154805       300.99324977133296       300.9932497714472        300.99324977138235
0.03985852518657305       0.05822378537237335      350.0000245908249        300.7731815053085        300.77318147836104       300.773181477023         300.7731814733598        300.7731814742178        300.7731814734199        300.77318147377923       300.7731814735546        300.77318147367396       300.77318147360614
0.04342763760784347       0.052822574387625755     350.00000269292167       300.1680150825298        300.1680150547513        300.168015053372         300.16801504959585       300.16801505048034       300.1680150496579        300.16801505002826       300.16801504979645       300.1680150499197        300.16801504984966
0.04693913569158184       0.047637606769328815     350.00000022464286       299.12793893741724       299.12793890916106       299.12793890775805       299.12793890391714       299.1279389048168        299.12793890398024       299.127938904357         299.1279389041211        299.1279389042465        299.1279389041752
0.0508782017523872        0.042725465726395045     350.00000001301356       296.92709052215355       296.92709049377066       296.92709049236123       296.92709048850315       296.9270904894069        296.92709048856653       296.92709048894494       296.9270904887081        296.9270904888339        296.92709048876236
0.05526635871421401       0.03753324126334204      349.9999999827898        294.0409615817509        294.0409615537381        294.04096155234697       294.0409615485392        294.04096154943136       294.04096154860173       294.0409615489753        294.0409615487417        294.0409615488657        294.040961548795
0.05910382022988154       0.03261148080542741      349.99999993207297       291.4718156364404        291.4718156091877        291.4718156078343        291.4718156041299        291.4718156049978        291.47181560419045       291.47181560455414       291.4718156043268        291.4718156044474        291.47181560437866
0.06379994566090905       0.027979473218216776     349.9999985608465        287.3830458720037        287.38304584621966       287.38304584493926       287.3830458414345        287.3830458422556        287.38304584149176       287.383045841836         287.3830458416208        287.3830458417349        287.3830458416697
0.06341898328852205       0.032904897490056095     349.9999998425448        285.8046165202068        285.8046164942863        285.804616492999         285.8046164894758        285.8046164903012        285.8046164895334        285.8046164898793        285.8046164896631        285.8046164897778        285.8046164897123
0.07025480368215946       0.02685216569523266      349.99995873892317       279.9543547648732        279.954354742019         279.9543547408841        279.9543547377776        279.9543547385054        279.9543547378282        279.95435473813336       279.95435473794265       279.9543547380436        279.95435473798585
0.07315607612252556       0.021383054318360267     349.99988980849093       278.0604673284292        278.06046730720294       278.06046730614884       278.0604673032637        278.0604673039397        278.0604673033104        278.06046730359407       278.06046730341683       278.0604673035107        278.060467303457
0.07882243526877397       0.020861496723594074     349.99915980572285       271.7588658501119        271.7588658325665        271.75886583169523       271.7588658293105        271.7588658298692        271.7588658293491        271.7588658295834        271.758865829437         271.75886582951455       271.75886582947027
0.08350189951050928       0.01663188831435588      349.9912816843725        267.26038613089287       267.26038611681037       267.26038611611096       267.26038611419676       267.2603861146453        267.26038611422786       267.2603861144159        267.2603861142984        267.2603861143607        267.2603861143252
0.08964212629926085       0.014960539819859404     349.9966752875858        260.8184057128316        260.81840570374345       260.8184057032921        260.8184057020568        260.8184057023463        260.81840570207686       260.81840570219816       260.81840570212233       260.8184057021625        260.81840570213956
0.039841545709640554      0.06910130206238659      349.997008806554         286.32163060165516       286.32163057471877       286.3216305733815        286.32163056971973       286.32163057057727       286.32163056977976       286.321630570139         286.3216305699145        286.3216305700336        286.3216305699659
0.04318102036011967       0.06366214516028139      350.0000928278119        288.06688785175146       288.0668878240272        288.0668878226508        288.0668878188821        288.06688781976453       288.06688781894377       288.0668878193134        288.0668878190823        288.0668878192051        288.0668878191354
0.04664242569704413       0.05827697310325864      350.0000243720708        288.9987425048292        288.99874247660915       288.9987424752081        288.99874247137194       288.9987424722703        288.9987424714349        288.9987424718111        288.9987424715759        288.99874247170084       288.99874247162967
0.04994019257039563       0.05287327596851717      350.0000026407658        289.69442179936226       289.694421770979         289.6944217695696        289.69442176571147       289.6944217666151        289.69442176577473       289.6944217661531        289.6944217659164        289.6944217660421        289.6944217659706
0.05330530863897881       0.047574913609895214     350.00000024024706       289.6521931887323        289.6521931604959        289.6521931590937        289.6521931552556        289.6521931561546        289.65219315531834       289.65219315569493       289.6521931554594        289.6521931555845        289.6521931555133
0.057378252522721794      0.04312763388077962      349.9999999864076        287.54893509110343       287.5489350634676        287.54893506209515       287.54893505833866       287.54893505921865       287.5489350584002        287.5489350587688        287.54893505853823       287.5489350586607        287.548935058591
0.0628522893933652        0.0381404550573845       349.9999995573525        283.8076377016498        283.8076376755317        283.8076376742346        283.8076376706844        283.80763767151615       283.8076376707426        283.807637671091         283.8076376708732        283.80763767098875       283.8076376709228
0.06796223981185023       0.03335954303691563      349.99999275614783       280.15994982537046       280.1599498013663        280.1599498001742        280.1599497969114        280.1599497976758        280.1599497969646        280.159949797285         280.15994979708483       280.159949797191         280.15994979713037
0.07343998808272678       0.03152853267327515      349.9999317931774        274.78213250404224       274.78213248299215       274.7821324819468        274.78213247908553       274.78213247975583       274.78213247913214       274.7821324794132        274.78213247923753       274.7821324793305        274.7821324792773
0.07737732456904756       0.026852954122253567     349.99905140847034       272.00489419015906       272.0048941716205        272.00489417069997       272.0048941681801        272.0048941687705        272.004894168221         272.0048941684685        272.0048941683139        272.0048941683958        272.0048941683489
0.08359439833594222       0.02361317804641989      349.99156319916625       266.17193145921175       266.1719314452036        266.1719314445079        266.1719314426039        266.17193144305          266.17193144263484       266.1719314428219        266.171931442705         266.1719314427669        266.17193144273165
0.08914260221389635       0.02042494746701567      349.97180720519344       260.89336701070096       260.8933670011924        260.89336700072016       260.89336699942777       260.89336699973063       260.89336699944874       260.8933669995758        260.8933669994963        260.8933669995384        260.8933669995144
0.046649802276339025      0.06918436369710575      349.9970714686079        274.1791787715725        274.17917874335853       274.17917874195786       274.1791787381224        274.17917873902053       274.1791787381853        274.17917873856146       274.17917873832636       274.1791787384512        274.17917873838013
0.05005703253709924       0.0637976726449292       350.00008935377195       276.71985962631385       276.7198595979391        276.7198595965303        276.7198595926731        276.7198595935763        276.7198595927362        276.71985959311456       276.7198595928781        276.7198595930037        276.7198595929322
0.0534609298759022        0.05843471738716358      350.0000228395001        278.59907651416626       278.5990764859542        278.59907648455334       278.59907648071834       278.59907648161646       278.59907648078115       278.5990764811573        278.5990764809221        278.59907648104695       278.59907648097595
0.05666140364775164       0.05298053271512847      350.0000024950566        280.18015030205675       280.18015027429084       280.18015027291204       280.18015026913776       280.1801502700218        280.1801502691996        280.1801502695699        280.1801502693383        280.1801502694612        280.1801502693913
0.05870223198298022       0.047922637698527615     350.00000020283176       282.1502787722493        282.15027874491307       282.1502787435555        282.1502787398396        282.15027874071006       282.1502787399005        282.1502787402651        282.15027874003704       282.15027874015806       282.1502787400892
0.06326512465440534       0.04486908992913333      349.9999997859442        278.9908244965687        278.99082447060385       278.9908244693143        278.9908244657849        278.9908244666117        278.99082446584265       278.99082446618905       278.99082446597254       278.9908244660874        278.99082446602193
0.0681881583916076        0.04055159637059484      349.99999523367245       276.26323596464005       276.26323594075075       276.26323593956437       276.2632359363172        276.2632359370778        276.26323593637017       276.263235936689         276.26323593648976       276.2632359365955        276.2632359365352
0.07330738573368056       0.037110962503536384     349.9999320479964        272.646096141558         272.64609612043296       272.6460961193838        272.64609611651235       272.646096117185         272.64609611655914       272.6460961168412        272.646096116665         272.6460961167584        272.6460961167049
0.07829818661689608       0.033467038008437505     349.99915400284175       269.0793202954782        269.07932027757437       269.0793202766852        269.07932027425164       269.0793202748218        269.0793202742912        269.0793202745303        269.0793202743808        269.0793202744599        269.07932027441467
0.08354937244034988       0.03004604465660083      349.99162787272076       264.9300471536644        264.93004713962415       264.9300471389269        264.93004713701845       264.93004713746546       264.9300471370495        264.9300471372369        264.93004713711974       264.9300471371819        264.9300471371464
0.08908236389141579       0.026838135299109223     349.9709191008055        260.2025435863132        260.2025435767557        260.20254357628096       260.20254357498203       260.20254357528637       260.20254357500306       260.2025435751306        260.2025435750509        260.20254357509316       260.2025435750691
0.05327790480820386       0.06911052836705084      349.9969849729609        264.3428391302169        264.34283910199423       264.342839100593         264.34283909675645       264.3428390976547        264.3428390968193        264.34283909719557       264.34283909696023       264.34283909708523       264.3428390970143
0.05667232905236504       0.0636201741339417       350.0000980913444        267.8500972476695        267.8500972199136        267.85009721853544       267.85009721476246       267.850097215646         267.85009721482425       267.8500972151944        267.8500972149629        267.8500972150858        267.850097215016
0.06008855745352531       0.05786970681902778      350.0000265334527        270.8099062481562        270.80990622118765       270.80990621984864       270.80990621618275       270.80990621704126       270.8099062162427        270.8099062166024        270.80990621637744       270.8099062164968        270.80990621642883
0.06317721804455727       0.05156346545824447      350.00000277269197       273.67793370337046       273.67793367738          273.67793367608937       273.67793367255643       273.6779336733839        273.6779336726142        273.67793367296093       273.67793367274413       273.6779336728592        273.6779336727937
0.06841743628062216       0.04713369335551308      349.9999955916937        271.7396017438775        271.739601720105         271.73960171892446       271.739601715693         271.73960171644995       271.7396017157458        271.73960171606313       271.73960171586486       271.73960171596997       271.73960171590994
0.07344357023279441       0.04371136254023722      349.99993621376365       269.09738563268087       269.0973856116421        269.0973856105973        269.09738560773764       269.0973856084075        269.09738560778436       269.0973856080652        269.09738560788975       269.09738560798274       269.09738560792954
0.0785977545047349        0.04021147571214541      349.99922338315645       266.190028215494         266.190028197803         266.1900281969243        266.19002819451975       266.190028195083         266.19002819455903       266.19002819479516       266.1900281946476        266.1900281947258        266.19002819468113
0.08379071963302569       0.03676258278893712      349.9917665915957        262.91772287710705       262.9177228632579        262.91772286257          262.91772286068766       262.9177228611286        262.91772286071824       262.9177228609032        262.9177228607877        262.91772286084876       262.91772286081374
0.08912854336056285       0.033405596256796684     349.9714042567868        259.11200801276686       259.11200800325054       259.1120080027778        259.1120080014844        259.1120080017874        259.11200800150544       259.11200800163243       259.112008001553         259.1120080015951        259.112008001571
0.05986833957181995       0.0690162876268434       349.9969390284113        256.29794594857157       256.29794592154917       256.2979459202075        256.2979459165343        256.2979459173944        256.2979459165944        256.2979459169547        256.2979459167293        256.2979459168491        256.297945916781
0.06316235268677202       0.06344078838857084      350.0001065957602        260.714738531572         260.71473850558465       260.7147385042944        260.71473850076194       260.7147385015891        260.7147385008197        260.7147385011663        260.7147385009495        260.7147385010646        260.71473850099915
0.06633112546192574       0.057720604870006575     350.0000236037209        264.3671282960026        264.367128271273         264.367128270045         264.3671282666835        264.36712826747083       264.3671282667385        264.3671282670684        264.36712826686215       264.36712826697163       264.3671282669092
0.06902055543270048       0.05272202257534162      349.9999980396499        266.68594311715236       266.68594309368257       266.68594309251705       266.6859430893269        266.68594309007415       266.68594308937907       266.6859430896922        266.68594308949656       266.6859430896004        266.6859430895411
0.07396279941761567       0.050403727944002254     349.999946070416         264.24249256545085       264.24249254473085       264.24249254370187       264.2424925408855        264.24249254154523       264.2424925409316        264.24249254120815       264.24249254103535       264.2424925411271        264.2424925410747
0.07879654675593663       0.04681187829592672      349.99923905791326       262.73802732107293       262.7380273035251        262.7380273026536        262.7380273002686        262.73802730082724       262.7380273003075        262.7380273005417        262.73802730039534       262.73802730047305       262.73802730042866
0.08395282850019788       0.043406976432513865     349.991760041993         260.4781211849509        260.4781211712315        260.4781211705501        260.4781211686854        260.47812116912206       260.47812116871586       260.47812116889895       260.4781211687845        260.4781211688451        260.47812116881045
0.08922697974764342       0.04004397779616946      349.96807037387447       257.63158277728513       257.6315827678539        257.6315827673854        257.6315827661036        257.6315827664039        257.6315827661246        257.63158276625046       257.6315827661717        257.63158276621334       257.63158276618947
0.06647468933387096       0.06894833064275495      349.99688755875655       249.94779454470617       249.9477945200458        249.94779451882144       249.94779451546927       249.94779451625428       249.94779451552412       249.94779451585313       249.9477945156473        249.94779451575656       249.94779451569454
0.06972388725258315       0.06327061395423693      350.00008715731184       255.09122012984247       255.0912201067379        255.09122010559076       255.0912201024502        255.09122010318563       255.09122010250147       255.09122010280979       255.0912201026171        255.0912201027193        255.09122010266108
0.07327592027091201       0.05707795863786662      349.9999359908592        259.18277396004186       259.1827739389125        259.1827739378632        259.1827739349911        259.182773935664         259.18277393503814       259.18277393532003       259.18277393514387       259.18277393523744       259.1827739351841
0.07880464994873346       0.05318304173155806      349.99920098799817       258.6784218236648        258.6784218061264        258.67842180525537       258.6784218028715        258.67842180343          258.6784218029107        258.67842180314466       258.6784218029984        258.6784218030761        258.67842180303165
0.08401767793154338       0.04995468541510352      349.99159495657454       257.4863912456977        257.4863912320321        257.4863912313535        257.4863912294961        257.48639122993114       257.48639122952653       257.4863912297088        257.48639122959486       257.48639122965534       257.4863912296208
0.08929983783388458       0.04666699295311345      349.96407442978995       255.75498188679674       255.75498187742892       255.75498187696374       255.75498187569056       255.75498187598882       255.75498187571148       255.75498187583642       255.75498187575826       255.75498187579976       255.754981875776
0.07302085167599666       0.06894408361396613      349.9967365676462        245.40814211839532       245.40814209712042       245.40814209606415       245.4081420931722        245.40814209384953       245.40814209321954       245.40814209350341       245.40814209332595       245.40814209342008       245.4081420933666
0.07620177778058942       0.06340071897851528      349.9996413783503        250.8432120401042        250.84321202080648       250.84321201984815       250.84321201722506       250.84321201783948       250.84321201726792       250.8432120175255        250.84321201736455       250.84321201744993       250.84321201740133
0.07908894656209586       0.05869471520988532      349.9991862973534        254.13141425955624       254.13141424222076       254.13141424135992       254.1314142390035        254.13141423955548       254.13141423904216       254.1314142392735        254.13141423912893       254.1314142392057        254.13141423916196
0.0840456488384257        0.05648934641651665      349.9912460167474        253.63821656788153       253.63821655424059       253.63821655356318       253.63821655170906       253.63821655214338       253.63821655173953       253.6382165519215        253.63821655180777       253.63821655186823       253.63821655183366
0.08933374142120211       0.05328100468033864      349.9601827753955        253.33638039124617       253.33638038190904       253.33638038144542       253.33638038017634       253.33638038047363       253.33638038019714       253.33638038032169       253.3363803802438        253.3363803802852        253.33638038026155
0.07941064992166723       0.0690436384058707       349.99523985238096       242.79072755471876       242.7907275376152        242.79072753676596       242.79072753444106       242.79072753498568       242.79072753447917       242.79072753470737       242.7907275345647        242.79072753464038       242.7907275345974
0.08323229783306199       0.06338628564788416      349.9898865438704        248.39281861328297       248.392818599013         248.39281859830447       248.3928185963648        248.39281859681913       248.39281859639647       248.39281859658692       248.39281859646786       248.39281859653104       248.3928185964951
0.08930980655507476       0.05995396886264278      349.95147122458656       250.07553536519012       250.07553535583466       250.07553535537014       250.07553535409852       250.0755353543963        250.07553535411935       250.07553535424418       250.07553535416625       250.07553535420766       250.07553535418398
0.08483108278410757       0.06952548339947143      349.9858597402085        241.81924383209943       241.81924381908078       241.81924381843433       241.8192438166647        241.8192438170792        241.8192438166937        241.8192438168674        241.81924381675884       241.8192438168165        241.81924381678377
0.08973817238947332       0.06659612826228704      349.9321787312047        245.60583943396253       245.60583942497007       245.60583942452357       245.6058394233012        245.60583942358747       245.6058394233212        245.6058394234412        245.60583942336623       245.60583942340608       245.60583942338346
