% Model:              task3.mph
% Version:            COMSOL 5.4.0.225
% Date:               Jul 20 2019, 14:11
% Dimension:          2
% Nodes:              262
% Expressions:        11
% Description:        Dependent variable u
% Length unit:        m
% X                       Y                        u (K) @ t=0              u (K) @ t=0.1            u (K) @ t=0.2            u (K) @ t=0.3            u (K) @ t=0.4            u (K) @ t=0.5            u (K) @ t=0.6            u (K) @ t=0.7            u (K) @ t=0.8            u (K) @ t=0.9            u (K) @ t=1
0.01583705601554681       0.029819933513340297     350.00418915701727       366.8787046953025        366.87870468174896       366.87870468107616       366.87870467923386       366.8787046796653        366.8787046792641        366.8787046794451        366.87870467933175       366.8787046793918        366.8787046793579
0.020982671695000555      0.0265521431815863       350.0003903759761        357.39212482467406       357.39212480727815       357.39212480641453       357.39212480405007       357.3921248046037        357.39212480408884       357.392124804321         357.3921248041756        357.39212480425255       357.392124804209
0.015870431392430554      0.03653650621710262      350.00410923945077       365.08050231769533       365.08050230411897       365.080502303445         365.08050230159944       365.0805023020316        365.08050230163          365.0805023018111        365.08050230169755       365.0805023017577        365.0805023017236
0.026428409113721928      0.022707974271961234     350.0000446483109        347.9863170907932        347.9863170698258        347.9863170687849        347.9863170659347        347.9863170666022        347.9863170659815        347.9863170662614        347.986317066086         347.9863170661789        347.98631706612645
0.029974523283069692      0.016542660013064047     350.0000085594838        342.86729580665457       342.8672957836822        342.8672957825416        342.8672957794192        342.8672957801504        342.8672957794701        342.8672957797766        342.8672957795846        342.86729577968646       342.8672957796289
0.033328569206069365      0.010882622155651602     350.00000236308          337.8852638357898        337.88526381118294       337.88526380996115       337.8852638066165        337.88526380739995       337.88526380667105       337.8852638069994        337.8852638067938        337.88526380690286       337.8852638068411
0.010919723135657193      0.046725361201475024     350.0157927871424        373.10634058436034       373.10634057481417       373.1063405743402        373.1063405730425        373.10634057334624       373.10634057306385       373.1063405731913        373.10634057311154       373.1063405731538        373.10634057312967
0.011527965000516307      0.05387214785805533      350.0134104978883        368.82162268745924       368.8216226774066        368.8216226769072        368.8216226755407        368.8216226758608        368.8216226755634        368.8216226756976        368.82162267561364       368.82162267565803       368.82162267563257
0.016184535296241885      0.04329861620592273      350.00429981277733       362.06980432930413       362.0698043154859        362.0698043147999        362.06980431292135       362.0698043133612        362.0698043129524        362.06980431313673       362.0698043130212        362.0698043130824        362.06980431304765
0.021002338521214053      0.03301441755353383      350.0003705804075        355.53259419295836       355.5325941755527        355.5325941746885        355.53259417232243       355.53259417287654       355.53259417236154       355.53259417259375       355.5325941724481        355.5325941725254        355.53259417248177
0.025899985249900434      0.029362670268263367     350.0000278022648        347.1086889766771        347.1086889560352        347.10868895501056       347.1086889522046        347.10868895286166       347.10868895225076       347.10868895252617       347.10868895235353       347.10868895244516       347.1086889523933
0.021192657288247745      0.039897658544419484     350.0003756452759        352.5616617156327        352.5616616980976        352.561661697227         352.5616616948432        352.5616616954016        352.56166169488256       352.56166169511647       352.56166169496987       352.56166169504746       352.56166169500347
0.03066878512297643       0.026952899499996873     350.0000023478624        338.9981872922366        338.9981872689116        338.9981872677536        338.99818726458295       338.99818726532544       338.998187264635         338.99818726494624       338.9981872647512        338.99818726485483       338.99818726479623
0.03321613760684849       0.022028864621576032     350.00000226085484       335.9062066406331        335.90620661608267       335.9062066148637        335.90620661152667       335.90620661230815       335.9062066115812        335.9062066119089        335.90620661170357       335.9062066118126        335.90620661175086
0.03652996654428103       0.016290539151894295     350.0000004337184        331.54654420117225       331.5465441752646        331.5465441739784        331.5465441704569        331.5465441712817        331.5465441705143        331.54654417086016       331.5465441706437        331.5465441707584        331.5465441706934
0.03995498155694313       0.010760771393565148     350.00000010241115       326.78574584466486       326.78574581765037       326.7857458163093        326.78574581263734       326.78574581349744       326.78574581269726       326.7857458130579        326.785745812832         326.78574581295175       326.785745812884
0.010564090241134314      0.060028156252645605     350.01304435308316       368.32732316102425       368.3273231517816        368.32732315132256       368.327323150066         368.32732315036037       368.327323150087         368.3273231502103        368.32732315013317       368.3273231501739        368.32732315015056
